symbol,route,route_after_fix,ticker,multiplier,binance_price,cg_id,cg_price,price_ratio,identity,shown_cap_usd,right_cg_id,right_cap_usd,cap_error_x,same_ticker_ids
RESOLVUSDT,binance-原名,binance-原名,RESOLV,1.0,0.01881,,,,,,,,,
TAIKOUSDT,coingecko-原名,coingecko-原名-单价核对通过,TAIKO,1.0,0.09255,taiko,0.092496,1.0005838090295796,对,20124807.69129547,taiko,20124807.69129547,1.0,taiko
SQDUSDT,coingecko-原名,coingecko-原名-单价核对通过,SQD,1.0,0.0315,subsquid,0.03147305,1.000856288157646,对,41118656.61737214,subsquid,41118656.61737214,1.0,subsquid
PUMPBTCUSDT,查不到,查不到,,1.0,0.0121,,,,,,,,,
AAVEUSDC,binance-原名,binance-原名,AAVE,1.0,146.05,,,,,,,,,
UNIUSDC,binance-原名,binance-原名,UNI,1.0,9.597,,,,,,,,,
SPKUSDT,binance-原名,binance-原名,SPK,1.0,0.02182,,,,,,,,,
MYXUSDT,coingecko-原名,coingecko-原名-单价核对通过,MYX,1.0,0.08246,myx-finance,0.08276,0.9963750604156598,对,19395651.585437406,myx-finance,19395651.585437406,1.0,myx-finance
FUSDT,binance-原名,binance-原名,F,1.0,0.003728,,,,,,,,,
NEWTUSDT,binance-原名,binance-原名,NEWT,1.0,0.05057,,,,,,,,,
HUSDT,coingecko-原名,coingecko-原名-单价核对通过,H,1.0,0.05827,humanity,0.058449,0.9969375010693083,对,116061212.53572781,humanity,116061212.53572781,1.0,humanity
SAHARAUSDT,binance-原名,binance-原名,SAHARA,1.0,0.009908,,,,,,,,,
ICNTUSDT,coingecko-原名,coingecko-原名-单价核对通过,ICNT,1.0,0.1014,impossible-cloud-network-token,0.101295,1.001036576336443,对,25654821.4806,impossible-cloud-network-token,25654821.4806,1.0,impossible-cloud-network-token
BULLAUSDT,coingecko-原名,coingecko-原名-单价核对通过,BULLA,1.0,0.09601,bulla-3,0.096317,0.9968126083661244,对,96010000.0,bulla-3,96010000.0,1.0,bulla-3
IDOLUSDT,coingecko-原名,coingecko-原名-单价核对通过,IDOL,1.0,0.01187,meet48,0.01184078,1.0024677428345092,对,25024683.386002805,meet48,25024683.386002805,1.0,meet48
MUSDT,查不到,查不到,,1.0,1.2694,,,,,,,,,
PUMPUSDT,binance-原名,binance-原名,PUMP,1.0,0.004186,,,,,,,,,
CROSSUSDT,查不到,查不到,,1.0,0.14861,,,,,,,,,
AINUSDT,查不到,查不到,,1.0,0.02319,,,,,,,,,
CUSDT,binance-原名,binance-原名,C,1.0,0.08056,,,,,,,,,
VELVETUSDT,coingecko-原名,coingecko-原名-单价核对通过,VELVET,1.0,0.06089,velvet,0.061271,0.9937817238171403,对,28241901.27173364,velvet,28241901.27173364,1.0,velvet
TACUSDT,查不到,查不到,,1.0,0.001606,,,,,,,,,
ERAUSDT,binance-原名,binance-原名,ERA,1.0,0.06969,,,,,,,,,
TAUSDT,查不到,查不到,,1.0,0.05803,,,,,,,,,
PENGUUSDC,binance-原名,binance-原名,PENGU,1.0,0.0101,,,,,,,,,
CVXUSDT,binance-原名,binance-原名,CVX,1.0,2.055,,,,,,,,,
SLPUSDT,binance-原名,binance-原名,SLP,1.0,0.0007013,,,,,,,,,
ZORAUSDT,coingecko-原名,coingecko-原名-单价核对通过,ZORA,1.0,0.009163,zora,0.00919227,0.9968158028430408,对,40958609.98167399,zora,40958609.98167399,1.0,zora
TAGUSDT,coingecko-原名,coingecko-原名-单价核对通过,TAG,1.0,0.0008221,tagger,0.00081925,1.0034787915776624,对,89497756.28435914,tagger,89497756.28435914,1.0,tagger
ESPORTSUSDT,查不到,查不到,,1.0,0.01025,,,,,,,,,
TREEUSDT,binance-原名,binance-原名,TREE,1.0,0.04821,,,,,,,,,
PLAYUSDT,查不到,查不到,,1.0,0.03126,,,,,,,,,
NAORISUSDT,coingecko-原名,coingecko-原名-单价核对通过,NAORIS,1.0,0.0394,naoris,0.03930012,1.0025414680667641,对,23610844.0,naoris,23610844.0,1.0,naoris
